Id,issn,eissn,#depend,class,format,lang,disciplines
http://www.zotero.org/styles/archives-of-disease-in-childhood,0003-9888,1468-2044,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/archives-of-environmental-contamination-and-toxicology,0090-4341,1432-0703,-1,-,author-date,en-US,science
http://www.zotero.org/styles/archives-of-facial-plastic-surgery,1521-2491,1538-3660,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/archives-of-general-psychiatry,0003-990X,1538-3636,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/archives-of-gerontology-and-geriatrics,0167-4943,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/archives-of-gynecology-and-obstetrics,0932-0067,1432-0711,-1,-,numeric,en-US,science
http://www.zotero.org/styles/archives-of-internal-medicine,0003-9926,1538-3679,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/archives-of-medical-research,0188-4409,1873-5487,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/archives-of-microbiology,0302-8933,1432-072X,-1,-,author-date,en-US,science
http://www.zotero.org/styles/archives-of-neurology,0003-9942,1538-3687,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/archives-of-ophthalmology,0003-9950,1538-3601,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/archives-of-oral-biology,0003-9969,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/archives-of-orthopaedic-and-trauma-surgery,0936-8051,1434-3916,-1,-,numeric,en-US,science
http://www.zotero.org/styles/archives-of-osteoporosis,1862-3522,1862-3514,-1,-,numeric,en-US,science
http://www.zotero.org/styles/archives-of-otolaryngology-head-and-neck-surgery,0886-4470,1538-361X,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/archives-of-pathology-and-laboratory-medicine,0003-9985,1543-2165,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/archives-of-pediatrics-and-adolescent-medicine,1072-4710,1538-3628,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/archives-of-pharmacal-research,0253-6269,1976-3786,-1,-,author-date,en-US,humanities
http://www.zotero.org/styles/archives-of-physiotherapy,-,2057-0082,-1,-,numeric,en-US,
http://www.zotero.org/styles/archives-of-phytopathology-and-plant-protection,0323-5408,1477-2906,-1,-,author-date,en-US,biology
http://www.zotero.org/styles/archives-of-psychiatric-nursing,0883-9417,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/archives-of-public-health,-,2049-3258,-1,-,numeric,en-US,
http://www.zotero.org/styles/archives-of-scientific-psychology,-,2169-3269,-1,-,author-date,en-US,psychology
http://www.zotero.org/styles/archives-of-sexual-behavior,0004-0002,1573-2800,-1,-,author-date,en-US,psychology
http://www.zotero.org/styles/archives-of-surgery,0004-0010,1538-3644,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/archives-of-toxicology,0340-5761,1432-0738,-1,-,author-date,en-US,science
http://www.zotero.org/styles/archives-of-virology,0304-8608,1432-8798,-1,-,numeric,en-US,science
http://www.zotero.org/styles/archives-of-womens-mental-health,1434-1816,1435-1102,-1,-,author-date,en-US,science
http://www.zotero.org/styles/archivos-de-bronconeumologia,0300-2896,1579-2129,-1,-,numeric,-,medicine
http://www.zotero.org/styles/archivos-de-cardiologia-de-mexico,1405-9940,-,-1,-,numeric,es-ES,medicine
http://www.zotero.org/styles/archivos-de-medicina-interna,0250-3816,1688-423X,-1,-,numeric,es-ES,medicine
http://www.zotero.org/styles/archivos-de-psiquiatria,1576-0367,1989-7030,-1,-,numeric,es-ES,medicine
http://www.zotero.org/styles/archivum-immunologiae-et-therapiae-experimentalis,0004-069X,1661-4917,-1,-,author-date,en-US,science
http://www.zotero.org/styles/arctic-science,2368-7460,-,-1,-,author-date,en-US,science
http://www.zotero.org/styles/argumentation,0920-427X,1572-8374,-1,-,author-date,en-US,humanities
http://www.zotero.org/styles/arktos,2364-9453,2364-9461,-1,-,numeric,en-US,
http://www.zotero.org/styles/arnold-mathematical-journal,2199-6792,2199-6806,-1,-,author-date,en-US,
http://www.zotero.org/styles/arquivos-brasileiros-de-cardiologia,0066-782X,1678-4170,-1,-,numeric,pt-BR,medicine
http://www.zotero.org/styles/arquivos-brasileiros-de-endocrinologia-e-metabologia,0004-2730,1677-9487,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/arteriosclerosis-thrombosis-and-vascular-biology,1079-5642,1524-4636,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/arthritis-care-and-research,2151-464X,2151-4658,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/arthritis-research-and-therapy,-,1478-6362,-1,-,numeric,en-US,
http://www.zotero.org/styles/arthroplasty-today,2352-3441,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/arthropod-plant-interactions,1872-8855,1872-8847,-1,-,author-date,en-US,science
http://www.zotero.org/styles/arthroscopy-techniques,2212-6287,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/arthroscopy,0749-8063,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/arthroskopie,0933-7946,1434-3924,-1,-,numeric,de-DE,medicine
http://www.zotero.org/styles/artificial-dna-pna-and-xna,1949-095X,1949-0968,-1,-,numeric,en-US,biology
http://www.zotero.org/styles/artificial-intelligence-and-law,0924-8463,1572-8382,-1,-,author-date,en-US,science
http://www.zotero.org/styles/artificial-intelligence-in-medicine,0933-3657,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/artificial-intelligence-review,0269-2821,1573-7462,-1,-,author-date,en-US,science
http://www.zotero.org/styles/artificial-intelligence,0004-3702,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/artificial-life-and-robotics,1433-5298,1614-7456,-1,-,numeric,en-US,science
http://www.zotero.org/styles/arts-and-health,1753-3015,1753-3023,-1,-,author-date,en-US,medicine
http://www.zotero.org/styles/arts,-,2076-0752,-1,-,numeric,en-US,science
http://www.zotero.org/styles/asce-asme-journal-of-risk-and-uncertainty-in-engineering-systems-part-a-civil-engineering,-,2376-7642,-1,-,author-date,en-US,engineering
http://www.zotero.org/styles/asia-europe-journal,1610-2932,1612-1031,-1,-,author-date,en-US,science
http://www.zotero.org/styles/asia-pacific-business-review,1360-2381,1743-792X,-1,-,author-date,en-US,social_science
http://www.zotero.org/styles/asia-pacific-education-review,1598-1037,1876-407X,-1,-,author-date,en-US,psychology
http://www.zotero.org/styles/asia-pacific-family-medicine,-,1447-056X,-1,-,numeric,en-US,
http://www.zotero.org/styles/asia-pacific-financial-markets,1387-2834,1573-6946,-1,-,author-date,en-US,psychology
http://www.zotero.org/styles/asia-pacific-journal-of-accounting-and-economics,1608-1625,2164-2257,-1,-,author-date,en-US,social_science
http://www.zotero.org/styles/asia-pacific-journal-of-counselling-and-psychotherapy,2150-7686,2150-7708,-1,-,author-date,en-US,social_science
http://www.zotero.org/styles/asia-pacific-journal-of-education,0218-8791,1742-6855,-1,-,author-date,en-US,social_science
http://www.zotero.org/styles/asia-pacific-journal-of-health-sport-and-physical-education,1837-7122,1837-7130,-1,-,author-date,en-US,social_science
http://www.zotero.org/styles/asia-pacific-journal-of-social-work-and-development,0218-5385,2165-0993,-1,-,author-date,en-US,medicine
http://www.zotero.org/styles/asia-pacific-journal-of-sports-medicine-arthroscopy-rehabilitation-and-technology,2214-6873,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/asia-pacific-journal-of-tourism-research,1094-1665,1741-6507,-1,-,author-date,en-US,political_science
http://www.zotero.org/styles/asia-pacific-journal-on-computational-engineering,-,2196-1166,-1,-,numeric,en-US,
http://www.zotero.org/styles/asia-pacific-management-review,1029-3132,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/asia-pacific-science-education,-,2364-1177,-1,-,author-date,en-US,
http://www.zotero.org/styles/asian-american-journal-of-psychology,1948-1985,1948-1993,-1,-,author-date,en-US,psychology
http://www.zotero.org/styles/asian-anthropology,1683-478X,2168-4227,-1,-,author-date,en-US,humanities
http://www.zotero.org/styles/asian-ethnicity,1463-1369,1469-2953,-1,-,note,en-US,
http://www.zotero.org/styles/asian-geographer,1022-5706,2158-1762,-1,-,author-date,en-US,biology
http://www.zotero.org/styles/asian-journal-of-andrology,1008-682X,1745-7262,-1,-,numeric,en-GB,biology|medicine
http://www.zotero.org/styles/asian-journal-of-business-ethics,2210-6723,2210-6731,-1,-,author-date,en-US,psychology
http://www.zotero.org/styles/asian-journal-of-criminology,1871-0131,1871-014X,-1,-,author-date,en-US,psychology
http://www.zotero.org/styles/asian-journal-of-gambling-issues-and-public-health,-,2195-3007,-1,-,author-date,en-US,
http://www.zotero.org/styles/asian-journal-of-german-and-european-studies,-,2199-4579,-1,-,author-date,en-US,
http://www.zotero.org/styles/asian-journal-of-health-sciences,1878-5263,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/asian-journal-of-psychiatry,1876-2018,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/asian-journal-of-surgery,1015-9584,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/asian-journal-of-urology,2214-3882,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/asian-pacific-journal-of-reproduction,2305-0500,-,-1,-,numeric,en-US,medicine|biology
http://www.zotero.org/styles/asian-pacific-journal-of-second-and-foreign-language-education,-,2363-5169,-1,-,author-date,en-US,
http://www.zotero.org/styles/asian-pacific-journal-of-tropical-biomedicine,2221-1691,-,-1,-,numeric,en-US,medicine|biology
http://www.zotero.org/styles/asian-pacific-journal-of-tropical-disease,2222-1808,-,-1,-,numeric,en-US,medicine|biology
http://www.zotero.org/styles/asian-pacific-journal-of-tropical-medicine,1995-7645,2352-4146,-1,-,numeric,en-US,medicine|biology
http://www.zotero.org/styles/asian-philosophy,0955-2367,1469-2961,-1,-,author-date,en-US,humanities
http://www.zotero.org/styles/asian-population-studies,1744-1730,1744-1749,-1,-,author-date,en-US,social_science
http://www.zotero.org/styles/assessing-writing,1075-2935,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/assessment-and-evaluation-in-higher-education,0260-2938,1469-297X,-1,-,author-date,en-US,
http://www.zotero.org/styles/assessment-in-education-principles-policy-and-practice,0969-594X,1465-329X,-1,-,author-date,en-US,
http://www.zotero.org/styles/asta-advances-in-statistical-analysis,1863-8171,1863-818X,-1,-,author-date,en-US,science
http://www.zotero.org/styles/asta-wirtschafts-und-sozialstatistisches-archiv,1863-8155,1863-8163,-1,-,author-date,en-US,science
http://www.zotero.org/styles/asthma-research-and-practice,-,2054-7064,-1,-,numeric,en-US,
http://www.zotero.org/styles/astra-proceedings,-,-,-1,-,author-date,en-US,astronomy
http://www.zotero.org/styles/astronomy-and-computing,2213-1337,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/astroparticle-physics,0927-6505,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/astrophysics-and-space-science,0004-640X,1572-946X,-1,-,author-date,en-US,science
http://www.zotero.org/styles/atencion-familiar,1405-8871,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/atherosclerosis-supplements,1567-5688,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/atherosclerosis,0021-9150,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/athletic-training-and-sports-health-care,1942-5864,1942-5872,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/atlantic-economic-journal,0197-4254,1573-9678,-1,-,author-date,en-US,psychology
http://www.zotero.org/styles/atlantic-studies,1478-8810,1740-4649,-1,-,note,en-US,humanities
http://www.zotero.org/styles/atmosphere-ocean,0705-5900,1480-9214,-1,-,author-date,en-US,biology
http://www.zotero.org/styles/atmosphere,-,2073-4433,-1,-,numeric,en-US,science
http://www.zotero.org/styles/atmospheric-chemistry-and-physics-discussions,-,1680-7375,-1,-,author-date,en-US,chemistry|physics
http://www.zotero.org/styles/atmospheric-chemistry-and-physics,1680-7316,1680-7324,-1,-,author-date,en-US,chemistry|physics
http://www.zotero.org/styles/atmospheric-environment,1352-2310,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/atmospheric-measurement-techniques-discussions,-,1867-8610,-1,-,author-date,en-US,science
http://www.zotero.org/styles/atmospheric-measurement-techniques,1867-1381,1867-8548,-1,-,author-date,en-US,science
http://www.zotero.org/styles/atmospheric-pollution-research,1309-1042,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/atmospheric-research,0169-8095,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/atomic-data-and-nuclear-data-tables,0092-640X,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/atoms,-,2218-2004,-1,-,numeric,en-US,science
http://www.zotero.org/styles/attachment-and-human-development,1461-6734,1469-2988,-1,-,author-date,en-US,social_science
http://www.zotero.org/styles/audiology-and-neurotology-extra,-,1664-5537,-1,-,author-date,en-US,medicine
http://www.zotero.org/styles/audiology-and-neurotology,1420-3030,1421-9700,-1,-,author-date,en-US,medicine
http://www.zotero.org/styles/augmented-human-research,2365-4317,2365-4325,-1,-,numeric,en-US,
http://www.zotero.org/styles/aula-abierta,0210-2773,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/auris-nasus-larynx,0385-8146,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/australasian-dispute-resolution-journal,1441-7847,-,-1,-,note,en-GB,law
http://www.zotero.org/styles/australasian-emergency-nursing-journal,1574-6267,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/australasian-journal-of-dermatology,0004-8380,1440-0960,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/australasian-marketing-journal,1441-3582,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/australasian-physical-and-engineering-sciences-in-medicine,0158-9938,1879-5447,-1,-,numeric,en-US,science
http://www.zotero.org/styles/australasian-plant-disease-notes,-,1833-928X,-1,-,author-date,en-US,science
http://www.zotero.org/styles/australasian-plant-pathology,0815-3191,1448-6032,-1,-,author-date,en-US,science
http://www.zotero.org/styles/australian-academic-and-research-libraries,0004-8623,1839-471X,-1,-,author-date,en-US,social_science
http://www.zotero.org/styles/australian-business-law-review,0310-1053,-,-1,-,note,en-GB,law
http://www.zotero.org/styles/australian-family-physician,0300-8495,-,-1,-,numeric,en-GB,medicine
http://www.zotero.org/styles/australian-feminist-studies,0816-4649,1465-3303,-1,-,author-date,en-US,
http://www.zotero.org/styles/australian-geographer,0004-9182,1465-3311,-1,-,author-date,en-US,
http://www.zotero.org/styles/australian-gst-journal,1445-4068,-,-1,-,note,en-GB,law
http://www.zotero.org/styles/australian-intellectual-property-journal,1038-1635,-,-1,-,note,en-GB,law
http://www.zotero.org/styles/australian-journal-of-administrative-law,1320-7105,-,-1,-,note,en-GB,law
http://www.zotero.org/styles/australian-journal-of-botany,0067-1924,1444-9862,-1,-,author-date,en-GB,biology
http://www.zotero.org/styles/australian-journal-of-competition-and-consumer-law,1838-9260,-,-1,-,note,en-GB,law
http://www.zotero.org/styles/australian-journal-of-international-affairs,1035-7718,1465-332X,-1,-,author-date,en-US,
http://www.zotero.org/styles/australian-journal-of-learning-difficulties,1940-4158,1940-4166,-1,-,author-date,en-US,social_science
http://www.zotero.org/styles/australian-journal-of-primary-health,1448-7527,1836-7399,-1,-,author-date,en-GB,biology
http://www.zotero.org/styles/australian-journal-of-rural-health,1038-5282,1440-1584,-1,-,numeric,en-GB,medicine
http://www.zotero.org/styles/australian-journal-of-zoology,0004-959X,1446-5698,-1,-,author-date,en-GB,biology
http://www.zotero.org/styles/australian-mammalogy,0310-0049,1836-7402,-1,-,author-date,en-GB,biology
http://www.zotero.org/styles/australian-orthoptic-journal,0814-0936,-,-1,-,numeric,en-GB,medicine
http://www.zotero.org/styles/australian-planner,0729-3682,2150-6841,-1,-,author-date,en-US,political_science
http://www.zotero.org/styles/australian-systematic-botany,1030-1887,1446-5701,-1,-,author-date,en-GB,biology
http://www.zotero.org/styles/australian-tax-review,0311-094X,-,-1,-,note,en-GB,law
http://www.zotero.org/styles/austrian-studies,1350-7532,2222-4262,-1,-,note,en-GB,history
http://www.zotero.org/styles/autoimmunity-highlights,2038-0305,2038-3274,-1,-,numeric,en-US,science
http://www.zotero.org/styles/autoimmunity-reviews,1568-9972,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/automated-software-engineering,0928-8910,1573-7535,-1,-,author-date,en-US,science
http://www.zotero.org/styles/automatica,0005-1098,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/automation-in-construction,0926-5805,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/automotive-and-engine-technology,2365-5127,2365-5135,-1,-,numeric,en-US,
http://www.zotero.org/styles/autonomic-neuroscience-basic-and-clinical,1566-0702,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/autonomous-agents-and-multi-agent-systems,1387-2532,1573-7454,-1,-,numeric,en-US,psychology
http://www.zotero.org/styles/autonomous-robots,0929-5593,1573-7527,-1,-,author-date,en-US,psychology
http://www.zotero.org/styles/autophagy,1554-8627,1554-8635,-1,-,numeric,en-US,biology
http://www.zotero.org/styles/avian-research,-,2053-7166,-1,-,author-date,en-US,
http://www.zotero.org/styles/aviation-psychology-and-applied-human-factors,2192-0923,2192-0931,-1,-,author-date,en-US,psychology
http://www.zotero.org/styles/axiomathes,1122-1151,1572-8390,-1,-,author-date,en-US,science
http://www.zotero.org/styles/axioms,-,2075-1680,-1,-,numeric,en-US,science
http://www.zotero.org/styles/bacteriophage,2159-7073,2159-7081,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/bandung-journal-of-the-global-south,-,2198-3534,-1,-,author-date,en-US,
http://www.zotero.org/styles/bangladesh-journal-of-child-health,0257-3490,-,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/basal-ganglia,2210-5336,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/basic-and-applied-ecology,1439-1791,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/basic-and-applied-pathology,-,1755-9294,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/basic-and-clinical-andrology,1166-2654,2051-4190,-1,-,numeric,en-US,
http://www.zotero.org/styles/basic-research-in-cardiology,0300-8428,1435-1803,-1,-,numeric,en-US,science
http://www.zotero.org/styles/bba-bioenergetics,0005-2728,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/bba-biomembranes,0005-2736,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/bba-clinical,2214-6474,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/bba-gene-regulatory-mechanisms,1874-9399,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/bba-general-subjects,0304-4165,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/bba-molecular-and-cell-biology-of-lipids,1388-1981,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/bba-molecular-basis-of-disease,0925-4439,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/bba-molecular-cell-research,0167-4889,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/bba-proteins-and-proteomics,1570-9639,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/bba-reviews-on-cancer,0304-419X,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/behavior-analysis-in-practice,1998-1929,2196-8934,-1,-,author-date,en-US,
http://www.zotero.org/styles/behavior-genetics,0001-8244,1573-3297,-1,-,author-date,en-US,science
http://www.zotero.org/styles/behavior-therapy,0005-7894,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/behavioral-and-brain-functions,-,1744-9081,-1,-,numeric,en-US,
http://www.zotero.org/styles/behavioral-ecology-and-sociobiology,0340-5443,1432-0762,-1,-,author-date,en-US,science
http://www.zotero.org/styles/behavioral-ecology,1045-2249,1465-7279,-1,-,author-date,en-GB,biology
http://www.zotero.org/styles/behavioral-neuroscience,0735-7044,1939-0084,-1,-,author-date,en-US,psychology
http://www.zotero.org/styles/behavioral-sciences-of-terrorism-and-political-aggression,1943-4472,1943-4480,-1,-,author-date,en-US,social_science
http://www.zotero.org/styles/behavioral-sciences,-,2076-328X,-1,-,numeric,en-US,science
http://www.zotero.org/styles/behaviour-research-and-therapy,0005-7967,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/behavioural-brain-research,0166-4328,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/behavioural-processes,0376-6357,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/beitrage-zur-algebra-und-geometrie-contributions-to-algebra-and-geometry,0138-4821,2191-0383,-1,-,author-date,en-US,science
http://www.zotero.org/styles/beitrage-zur-popularmusikforschung,0943-9242,-,-1,-,author-date,de-DE,humanities
http://www.zotero.org/styles/bell-labs-technical-journal,1089-7089,-,-1,-,numeric,en-US,engineering|communications
http://www.zotero.org/styles/beni-suef-university-journal-of-basic-and-applied-sciences,2314-8535,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/berliner-journal-fur-soziologie,0863-1808,1862-2593,-1,-,author-date,de-DE,psychology
http://www.zotero.org/styles/best-practice-and-research-clinical-anaesthesiology,1521-6896,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/best-practice-and-research-clinical-endocrinology-and-metabolism,1521-690X,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/best-practice-and-research-clinical-gastroenterology,1521-6918,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/best-practice-and-research-clinical-haematology,1521-6926,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/best-practice-and-research-clinical-obstetrics-and-gynaecology,1521-6934,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/best-practice-and-research-clinical-rheumatology,1521-6942,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/best-practice-onkologie,0946-4565,1862-8559,-1,-,numeric,de-DE,medicine
http://www.zotero.org/styles/bibliotek-for-laeger,0006-1786,-,-1,-,numeric,da-DK,medicine
http://www.zotero.org/styles/big-data-analytics,-,2058-6345,-1,-,numeric,en-US,
http://www.zotero.org/styles/big-data-research,2214-5796,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/bijblijven,0168-9428,1876-4916,-1,-,numeric,nl-NL,
http://www.zotero.org/styles/bioactive-carbohydrates-and-dietary-fibre,2212-6198,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/bioactive-materials,2452-199X,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/bioanalysis,1757-6180,1757-6199,-1,-,numeric,en-US,biology
http://www.zotero.org/styles/bioarchitecture,1949-0992,1949-100X,-1,-,numeric,en-US,biology
http://www.zotero.org/styles/biocatalysis-and-agricultural-biotechnology,1878-8181,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/biochemical-and-biophysical-research-communications,0006-291X,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/biochemical-engineering-journal,1369-703X,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/biochemical-genetics,0006-2928,1573-4927,-1,-,author-date,en-US,science
http://www.zotero.org/styles/biochemical-pharmacology,0006-2952,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/biochemical-systematics-and-ecology,0305-1978,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/biochemistry-and-biophysics-reports,2405-5808,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/biochemistry-and-cell-biology,0829-8211,1208-6002,-1,-,author-date,en-US,medicine|biology
http://www.zotero.org/styles/biochimie-open,2214-0085,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/biochimie,0300-9084,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/bioconjugate-chemistry,1043-1802,1520-4812,-1,-,numeric,en-US,chemistry
http://www.zotero.org/styles/biocontrol-science-and-technology,0958-3157,1360-0478,-1,-,author-date,en-US,biology
http://www.zotero.org/styles/biocontrol,1386-6141,1573-8248,-1,-,author-date,en-US,science
http://www.zotero.org/styles/biocybernetics-and-biomedical-engineering,0208-5216,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/biodata-mining,-,1756-0381,-1,-,numeric,en-US,
http://www.zotero.org/styles/biodegradation,0923-9820,1572-9729,-1,-,author-date,en-US,science
http://www.zotero.org/styles/biodiversity-and-conservation,0960-3115,1572-9710,-1,-,author-date,en-US,science
http://www.zotero.org/styles/biodiversity,1488-8386,2160-0651,-1,-,author-date,en-US,biology
http://www.zotero.org/styles/biodrugs,1173-8804,1179-190X,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/bioelectrochemistry,1567-5394,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/bioenergy-research,1939-1234,1939-1242,-1,-,numeric,en-US,science
http://www.zotero.org/styles/bioengineered,1949-1018,1949-1026,-1,-,numeric,en-US,biology
http://www.zotero.org/styles/bioengineering,-,2306-5354,-1,-,numeric,en-US,science
http://www.zotero.org/styles/bioethics-update,2395-938X,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/biofabrication,1758-5082,1758-5090,-1,-,numeric,en-US,physics
http://www.zotero.org/styles/biofouling,0892-7014,1029-2454,-1,-,author-date,en-US,biology
http://www.zotero.org/styles/biofuels,1759-7269,1759-7277,-1,-,numeric,en-US,biology
http://www.zotero.org/styles/biogeochemistry,0168-2563,1573-515X,-1,-,author-date,en-US,science
http://www.zotero.org/styles/biogeosciences-discussions,-,1810-6285,-1,-,author-date,en-US,biology|geology
http://www.zotero.org/styles/biogeosciences,1726-4170,1726-4189,-1,-,author-date,en-US,biology|geology
http://www.zotero.org/styles/biogerontology,1389-5729,1573-6768,-1,-,author-date,en-US,science
http://www.zotero.org/styles/bioinspiration-and-biomimetics,1748-3182,1748-3190,-1,-,numeric,en-US,physics
http://www.zotero.org/styles/biological-agriculture-and-horticulture,0144-8765,2165-0616,-1,-,author-date,en-US,biology
http://www.zotero.org/styles/biological-conservation,0006-3207,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/biological-control,1049-9644,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/biological-cybernetics,0340-1200,1432-0770,-1,-,author-date,en-US,science
http://www.zotero.org/styles/biological-invasions,1387-3547,1573-1464,-1,-,author-date,en-US,science
http://www.zotero.org/styles/biological-procedures-online,-,1480-9222,-1,-,numeric,en-US,
http://www.zotero.org/styles/biological-psychology,0301-0511,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/biological-research,-,0717-6287,-1,-,numeric,en-US,
http://www.zotero.org/styles/biological-rhythm-research,0929-1016,1744-4179,-1,-,author-date,en-US,biology
http://www.zotero.org/styles/biological-theory,1555-5542,1555-5550,-1,-,author-date,en-US,science
http://www.zotero.org/styles/biological-trace-element-research,0163-4984,1559-0720,-1,-,numeric,en-US,science
http://www.zotero.org/styles/biologically-inspired-cognitive-architectures,2212-683X,-,-1,-,author-date,en-US,
http://www.zotero.org/styles/biologicals,1045-1056,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/biologics-in-therapy,2195-5840,2190-9164,-1,-,numeric,en-US,medicine
http://www.zotero.org/styles/biology-and-fertility-of-soils,0178-2762,1432-0789,-1,-,author-date,en-US,science
http://www.zotero.org/styles/biology-and-philosophy,0169-3867,1572-8404,-1,-,author-date,en-US,science
http://www.zotero.org/styles/biology-direct,-,1745-6150,-1,-,numeric,en-US,
http://www.zotero.org/styles/biology-letters,1744-9561,1744-957X,-1,-,numeric,en-GB,biology
http://www.zotero.org/styles/biology-of-blood-and-marrow-transplantation,1083-8791,-,-1,-,numeric,en-US,
http://www.zotero.org/styles/biology-of-sex-differences,-,2042-6410,-1,-,numeric,en-US,
http://www.zotero.org/styles/biology-open,-,2046-6390,-1,-,author-date,en-US,biology
http://www.zotero.org/styles/biology,-,2079-7737,-1,-,numeric,en-US,science
http://www.zotero.org/styles/biomacromolecules,1525-7797,1526-4602,-1,-,numeric,en-US,chemistry
http://www.zotero.org/styles/biomarker-research,-,2050-7771,-1,-,numeric,en-US,
http://www.zotero.org/styles/biomarkers-and-genomic-medicine,2214-0247,-,-1,-,numeric,en-US,
